"lhs","op","rhs","count.group","count.ind"
"A_Cmpn","~","A_Cmpnlag",147,0
"A_Rspct","~","A_Rspctlag",147,0
"A_Trust","~","A_Trustlag",147,0
"angry","~","angrylag",147,0
"argument","~","argumentlag",147,0
"C_Org","~","C_Orglag",147,0
"C_Prdctv","~","C_Prdctvlag",147,0
"C_Rspnbl","~","C_Rspnbllag",147,0
"E_Assert","~","E_Assertlag",147,0
"E_EnerLev","~","E_EnerLevlag",147,0
"E_Scblty","~","E_Scbltylag",147,0
"N_Anxty","~","N_Anxtylag",147,0
"N_Depr","~","N_Deprlag",147,0
"N_EmoVol","~","N_EmoVollag",147,0
"O_AesSens","~","O_AesSenslag",147,0
"O_CrtvImag","~","O_CrtvImaglag",147,0
"O_IntCur","~","O_IntCurlag",147,0
"angry","~","N_Depr",0,47
"N_Depr","~","angry",0,45
"angry","~","A_Cmpn",0,43
"O_IntCur","~","E_Scblty",0,43
"N_Depr","~","C_Orglag",0,42
"angry","~","E_EnerLevlag",0,42
"argument","~","E_Scblty",0,42
"O_IntCur","~","O_AesSens",0,42
"argument","~","N_Anxtylag",0,40
"N_Anxty","~","N_Depr",0,40
"N_Depr","~","N_EmoVol",0,40
"A_Cmpn","~","A_Rspct",0,39
"A_Rspct","~","A_Trust",0,39
"angry","~","A_Trustlag",0,39
"O_AesSens","~","C_Rspnbl",0,39
"N_EmoVol","~","E_EnerLevlag",0,39
"angry","~","N_Anxty",0,39
"angry","~","N_EmoVol",0,39
"N_Depr","~","angrylag",0,38
"N_Anxty","~","C_Orglag",0,38
"angry","~","E_Scbltylag",0,38
"E_Scblty","~","N_EmoVol",0,38
"angry","~","O_AesSens",0,38
"angry","~","O_IntCur",0,38
"N_EmoVol","~","C_Prdctvlag",0,37
"A_Rspct","~","C_Rspnbl",0,37
"O_CrtvImag","~","E_Assert",0,37
"angry","~","A_Trust",0,36
"C_Prdctv","~","C_Rspnbl",0,36
"E_Scblty","~","C_Rspnbl",0,36
"O_IntCur","~","C_Rspnbl",0,36
"N_EmoVol","~","E_EnerLev",0,36
"N_Anxty","~","E_Scblty",0,36
"N_Depr","~","E_Scbltylag",0,36
"N_Depr","~","N_Anxty",0,36
"O_CrtvImag","~","N_Depr",0,36
"O_CrtvImag","~","N_EmoVol",0,36
"N_Depr","~","N_EmoVollag",0,36
"O_AesSens","~","O_IntCur",0,36
"angry","~","O_IntCurlag",0,36
"E_EnerLev","~","O_IntCurlag",0,36
"argument","~","A_Rspctlag",0,35
"N_Anxty","~","A_Trustlag",0,35
"N_EmoVol","~","angry",0,35
"C_Rspnbl","~","C_Prdctv",0,35
"E_Scblty","~","C_Prdctvlag",0,35
"A_Trust","~","C_Rspnbl",0,35
"A_Rspct","~","E_Scblty",0,35
"E_EnerLev","~","E_Scblty",0,35
"C_Rspnbl","~","N_Anxty",0,35
"E_Scblty","~","N_Anxty",0,35
"E_Assert","~","O_AesSens",0,35
"O_IntCur","~","O_CrtvImag",0,35
"N_Anxty","~","O_IntCurlag",0,35
"E_Scblty","~","A_Cmpn",0,34
"N_Depr","~","A_Cmpn",0,34
"angry","~","A_Cmpnlag",0,34
"N_Depr","~","A_Rspct",0,34
"argument","~","A_Trust",0,34
"O_AesSens","~","A_Trust",0,34
"N_Anxty","~","C_Prdctvlag",0,34
"angry","~","C_Rspnbl",0,34
"argument","~","C_Rspnbllag",0,34
"A_Trust","~","N_Anxty",0,34
"O_IntCur","~","N_Anxty",0,34
"E_Scblty","~","N_Anxtylag",0,34
"N_EmoVol","~","N_Depr",0,34
"O_IntCur","~","N_EmoVol",0,34
"A_Trust","~","N_EmoVollag",0,34
"argument","~","O_AesSenslag",0,34
"N_Depr","~","O_CrtvImag",0,34
"N_Anxty","~","O_CrtvImaglag",0,34
"C_Org","~","A_Cmpn",0,33
"angry","~","A_Rspct",0,33
"E_Scblty","~","A_Rspct",0,33
"angry","~","A_Rspctlag",0,33
"E_EnerLev","~","C_Org",0,33
"N_Depr","~","C_Org",0,33
"O_AesSens","~","E_Assert",0,33
"O_IntCur","~","E_Assert",0,33
"N_Depr","~","E_EnerLev",0,33
"O_IntCur","~","E_EnerLevlag",0,33
"C_Rspnbl","~","N_Depr",0,33
"C_Prdctv","~","O_AesSens",0,33
"A_Rspct","~","O_CrtvImag",0,33
"C_Prdctv","~","O_IntCur",0,33
"argument","~","O_IntCurlag",0,33
"O_CrtvImag","~","A_Cmpn",0,32
"A_Trust","~","A_Rspct",0,32
"O_IntCur","~","A_Rspct",0,32
"N_Depr","~","A_Rspctlag",0,32
"C_Rspnbl","~","A_Trust",0,32
"N_Depr","~","A_Trust",0,32
"O_IntCur","~","A_Trust",0,32
"argument","~","A_Trustlag",0,32
"A_Trust","~","angry",0,32
"A_Rspct","~","C_Org",0,32
"N_Depr","~","C_Prdctv",0,32
"N_Depr","~","C_Prdctvlag",0,32
"C_Rspnbl","~","E_Assert",0,32
"E_EnerLev","~","E_Assert",0,32
"C_Org","~","E_Assertlag",0,32
"E_Assert","~","E_EnerLev",0,32
"angry","~","E_Scblty",0,32
"C_Prdctv","~","N_Anxty",0,32
"angry","~","N_EmoVollag",0,32
"N_Anxty","~","N_EmoVollag",0,32
"argument","~","O_AesSens",0,32
"C_Rspnbl","~","O_AesSens",0,32
"N_Anxty","~","O_AesSens",0,32
"N_Depr","~","O_AesSenslag",0,32
"E_EnerLev","~","O_CrtvImag",0,32
"C_Rspnbl","~","O_CrtvImaglag",0,32
"E_EnerLev","~","O_IntCur",0,32
"N_EmoVol","~","O_IntCur",0,32
"O_AesSens","~","O_IntCurlag",0,32
"E_EnerLev","~","A_Cmpn",0,31
"C_Prdctv","~","A_Rspctlag",0,31
"E_Assert","~","A_Trustlag",0,31
"N_Anxty","~","angry",0,31
"angry","~","C_Org",0,31
"C_Rspnbl","~","C_Org",0,31
"E_Assert","~","C_Org",0,31
"N_Anxty","~","C_Org",0,31
"O_CrtvImag","~","C_Org",0,31
"angry","~","C_Prdctv",0,31
"O_IntCur","~","C_Prdctv",0,31
"C_Org","~","C_Prdctvlag",0,31
"O_IntCur","~","C_Prdctvlag",0,31
"angry","~","E_Assert",0,31
"A_Rspct","~","E_EnerLev",0,31
"C_Prdctv","~","E_EnerLev",0,31
"O_IntCur","~","E_EnerLev",0,31
"C_Rspnbl","~","E_EnerLevlag",0,31
"E_Assert","~","E_Scblty",0,31
"N_Depr","~","E_Scblty",0,31
"A_Rspct","~","N_Anxty",0,31
"A_Trust","~","N_Depr",0,31
"C_Prdctv","~","N_Depr",0,31
"E_Assert","~","N_Depr",0,31
"argument","~","N_Deprlag",0,31
"argument","~","N_EmoVollag",0,31
"O_CrtvImag","~","O_AesSens",0,31
"N_Anxty","~","O_AesSenslag",0,31
"A_Cmpn","~","O_CrtvImag",0,31
"angry","~","O_CrtvImag",0,31
"argument","~","O_CrtvImag",0,31
"N_Anxty","~","O_IntCur",0,31
"N_Depr","~","O_IntCur",0,31
"O_AesSens","~","A_Cmpn",0,30
"C_Prdctv","~","A_Cmpnlag",0,30
"E_EnerLev","~","A_Cmpnlag",0,30
"N_Anxty","~","A_Rspctlag",0,30
"O_AesSens","~","A_Rspctlag",0,30
"C_Prdctv","~","A_Trust",0,30
"E_Assert","~","angry",0,30
"C_Rspnbl","~","angrylag",0,30
"N_Depr","~","argument",0,30
"argument","~","C_Prdctv",0,30
"C_Org","~","C_Prdctv",0,30
"E_EnerLev","~","C_Prdctv",0,30
"E_Scblty","~","C_Prdctv",0,30
"N_Depr","~","C_Rspnbl",0,30
"A_Trust","~","E_Assert",0,30
"N_Anxty","~","E_Assert",0,30
"O_AesSens","~","E_EnerLevlag",0,30
"A_Trust","~","E_Scbltylag",0,30
"C_Prdctv","~","E_Scbltylag",0,30
"O_AesSens","~","N_Anxty",0,30
"C_Org","~","N_Anxtylag",0,30
"argument","~","N_Depr",0,30
"E_EnerLev","~","N_Depr",0,30
"O_CrtvImag","~","N_Deprlag",0,30
"N_Anxty","~","N_EmoVol",0,30
"N_Depr","~","O_AesSens",0,30
"C_Prdctv","~","O_CrtvImag",0,30
"E_Assert","~","O_CrtvImag",0,30
"N_Anxty","~","O_CrtvImag",0,30
"N_EmoVol","~","O_CrtvImag",0,30
"O_AesSens","~","O_CrtvImag",0,30
"A_Cmpn","~","O_IntCur",0,30
"argument","~","A_Cmpn",0,29
"C_Rspnbl","~","A_Cmpn",0,29
"C_Org","~","A_Trust",0,29
"C_Rspnbl","~","argumentlag",0,29
"A_Trust","~","C_Org",0,29
"argument","~","C_Org",0,29
"C_Prdctv","~","C_Org",0,29
"argument","~","C_Prdctvlag",0,29
"A_Trust","~","C_Rspnbllag",0,29
"O_IntCur","~","C_Rspnbllag",0,29
"argument","~","E_EnerLev",0,29
"C_Org","~","E_EnerLev",0,29
"E_Scblty","~","E_EnerLev",0,29
"N_Anxty","~","E_EnerLev",0,29
"A_Trust","~","E_EnerLevlag",0,29
"N_Depr","~","E_EnerLevlag",0,29
"C_Prdctv","~","E_Scblty",0,29
"O_CrtvImag","~","E_Scblty",0,29
"argument","~","E_Scbltylag",0,29
"E_Assert","~","N_Anxty",0,29
"O_IntCur","~","N_Anxtylag",0,29
"A_Cmpn","~","N_EmoVol",0,29
"A_Cmpn","~","O_AesSens",0,29
"N_EmoVol","~","O_AesSens",0,29
"E_Scblty","~","O_AesSenslag",0,29
"N_Depr","~","O_CrtvImaglag",0,29
"C_Rspnbl","~","O_IntCur",0,29
"E_Scblty","~","O_IntCur",0,29
"A_Rspct","~","A_Cmpn",0,28
"E_Assert","~","A_Cmpn",0,28
"N_EmoVol","~","A_Trust",0,28
"E_EnerLev","~","A_Trustlag",0,28
"A_Cmpn","~","angry",0,28
"argument","~","angry",0,28
"O_AesSens","~","angry",0,28
"A_Rspct","~","angrylag",0,28
"O_AesSens","~","angrylag",0,28
"argument","~","C_Orglag",0,28
"A_Trust","~","C_Prdctv",0,28
"A_Rspct","~","C_Prdctvlag",0,28
"angry","~","C_Rspnbllag",0,28
"N_Depr","~","E_Assert",0,28
"A_Rspct","~","E_Assertlag",0,28
"O_AesSens","~","E_EnerLev",0,28
"N_Anxty","~","E_EnerLevlag",0,28
"A_Trust","~","E_Scblty",0,28
"A_Rspct","~","E_Scbltylag",0,28
"angry","~","N_Anxtylag",0,28
"C_Prdctv","~","N_Anxtylag",0,28
"C_Rspnbl","~","N_Anxtylag",0,28
"O_AesSens","~","N_Anxtylag",0,28
"argument","~","N_EmoVol",0,28
"E_Assert","~","N_EmoVol",0,28
"E_EnerLev","~","O_AesSenslag",0,28
"C_Rspnbl","~","O_CrtvImag",0,28
"C_Prdctv","~","O_CrtvImaglag",0,28
"argument","~","O_IntCur",0,28
"O_IntCur","~","A_Cmpn",0,27
"C_Prdctv","~","A_Rspct",0,27
"C_Rspnbl","~","A_Rspct",0,27
"E_EnerLev","~","A_Rspct",0,27
"N_EmoVol","~","A_Rspct",0,27
"O_CrtvImag","~","A_Rspct",0,27
"E_EnerLev","~","A_Rspctlag",0,27
"A_Cmpn","~","A_Trust",0,27
"E_Scblty","~","angry",0,27
"C_Prdctv","~","angrylag",0,27
"C_Org","~","argumentlag",0,27
"E_Assert","~","C_Orglag",0,27
"N_EmoVol","~","C_Orglag",0,27
"E_Assert","~","C_Prdctv",0,27
"N_Anxty","~","C_Rspnbl",0,27
"N_EmoVol","~","C_Rspnbl",0,27
"E_Assert","~","C_Rspnbllag",0,27
"E_EnerLev","~","C_Rspnbllag",0,27
"A_Rspct","~","E_Assert",0,27
"C_Prdctv","~","E_Assert",0,27
"E_Scblty","~","E_Assert",0,27
"C_Prdctv","~","E_Assertlag",0,27
"N_Anxty","~","E_Assertlag",0,27
"N_EmoVol","~","E_Assertlag",0,27
"O_IntCur","~","E_Assertlag",0,27
"angry","~","E_EnerLev",0,27
"C_Rspnbl","~","E_Scblty",0,27
"N_EmoVol","~","E_Scblty",0,27
"A_Cmpn","~","E_Scbltylag",0,27
"C_Org","~","E_Scbltylag",0,27
"N_Anxty","~","E_Scbltylag",0,27
"O_AesSens","~","E_Scbltylag",0,27
"N_Depr","~","N_Anxtylag",0,27
"O_CrtvImag","~","N_Anxtylag",0,27
"A_Rspct","~","N_Depr",0,27
"A_Trust","~","N_EmoVol",0,27
"C_Rspnbl","~","N_EmoVol",0,27
"A_Cmpn","~","N_EmoVollag",0,27
"C_Prdctv","~","N_EmoVollag",0,27
"C_Rspnbl","~","N_EmoVollag",0,27
"E_Scblty","~","N_EmoVollag",0,27
"C_Rspnbl","~","O_AesSenslag",0,27
"N_EmoVol","~","O_AesSenslag",0,27
"angry","~","O_CrtvImaglag",0,27
"A_Trust","~","O_IntCur",0,27
"E_Assert","~","O_IntCurlag",0,27
"E_Scblty","~","O_IntCurlag",0,27
"argument","~","A_Cmpnlag",0,26
"C_Rspnbl","~","A_Cmpnlag",0,26
"N_Depr","~","A_Cmpnlag",0,26
"N_EmoVol","~","A_Cmpnlag",0,26
"O_AesSens","~","A_Cmpnlag",0,26
"O_CrtvImag","~","A_Cmpnlag",0,26
"O_AesSens","~","A_Rspct",0,26
"A_Trust","~","A_Rspctlag",0,26
"E_Assert","~","A_Trust",0,26
"E_Assert","~","angrylag",0,26
"N_Depr","~","argumentlag",0,26
"E_Scblty","~","C_Org",0,26
"N_EmoVol","~","C_Org",0,26
"O_CrtvImag","~","C_Prdctv",0,26
"E_Assert","~","C_Prdctvlag",0,26
"O_AesSens","~","C_Prdctvlag",0,26
"argument","~","C_Rspnbl",0,26
"E_Assert","~","C_Rspnbl",0,26
"O_CrtvImag","~","C_Rspnbl",0,26
"O_AesSens","~","C_Rspnbllag",0,26
"N_EmoVol","~","E_Assert",0,26
"A_Trust","~","E_Assertlag",0,26
"E_Scblty","~","E_Assertlag",0,26
"N_Depr","~","E_Assertlag",0,26
"C_Prdctv","~","E_EnerLevlag",0,26
"O_CrtvImag","~","E_EnerLevlag",0,26
"E_Assert","~","E_Scbltylag",0,26
"A_Cmpn","~","N_Anxty",0,26
"A_Cmpn","~","N_Depr",0,26
"O_IntCur","~","N_Depr",0,26
"angry","~","N_Deprlag",0,26
"C_Org","~","N_Deprlag",0,26
"N_Anxty","~","N_Deprlag",0,26
"C_Prdctv","~","O_AesSenslag",0,26
"E_Assert","~","O_CrtvImaglag",0,26
"N_EmoVol","~","O_CrtvImaglag",0,26
"C_Prdctv","~","O_IntCurlag",0,26
"N_Anxty","~","A_Rspct",0,25
"O_CrtvImag","~","A_Rspctlag",0,25
"O_IntCur","~","A_Rspctlag",0,25
"N_EmoVol","~","angrylag",0,25
"angry","~","argument",0,25
"N_Anxty","~","argumentlag",0,25
"O_AesSens","~","C_Org",0,25
"angry","~","C_Orglag",0,25
"C_Rspnbl","~","C_Orglag",0,25
"O_IntCur","~","C_Orglag",0,25
"N_EmoVol","~","C_Prdctv",0,25
"A_Cmpn","~","C_Prdctvlag",0,25
"E_EnerLev","~","C_Rspnbl",0,25
"A_Cmpn","~","E_Assert",0,25
"argument","~","E_Assert",0,25
"argument","~","E_Assertlag",0,25
"argument","~","E_EnerLevlag",0,25
"A_Cmpn","~","E_Scblty",0,25
"O_CrtvImag","~","E_Scbltylag",0,25
"argument","~","N_Anxty",0,25
"C_Org","~","N_Anxty",0,25
"O_CrtvImag","~","N_Anxty",0,25
"E_Assert","~","N_Anxtylag",0,25
"E_EnerLev","~","N_Anxtylag",0,25
"N_EmoVol","~","N_Anxtylag",0,25
"C_Org","~","N_Depr",0,25
"C_Rspnbl","~","N_Deprlag",0,25
"E_Scblty","~","N_Deprlag",0,25
"C_Org","~","N_EmoVol",0,25
"C_Org","~","N_EmoVollag",0,25
"E_Assert","~","N_EmoVollag",0,25
"E_EnerLev","~","N_EmoVollag",0,25
"E_EnerLev","~","O_AesSens",0,25
"A_Cmpn","~","O_AesSenslag",0,25
"O_IntCur","~","O_AesSenslag",0,25
"C_Org","~","O_CrtvImaglag",0,25
"E_Scblty","~","O_CrtvImaglag",0,25
"A_Rspct","~","O_IntCur",0,25
"A_Cmpn","~","O_IntCurlag",0,25
"N_Depr","~","O_IntCurlag",0,25
"N_Anxty","~","A_Cmpn",0,24
"N_EmoVol","~","A_Cmpn",0,24
"A_Rspct","~","A_Cmpnlag",0,24
"C_Org","~","A_Cmpnlag",0,24
"E_Assert","~","A_Cmpnlag",0,24
"E_Assert","~","A_Rspct",0,24
"E_Assert","~","A_Rspctlag",0,24
"N_Anxty","~","A_Trust",0,24
"O_CrtvImag","~","A_Trust",0,24
"C_Prdctv","~","A_Trustlag",0,24
"C_Rspnbl","~","angry",0,24
"N_Anxty","~","angrylag",0,24
"E_EnerLev","~","argumentlag",0,24
"O_IntCur","~","C_Org",0,24
"A_Cmpn","~","C_Orglag",0,24
"C_Rspnbl","~","C_Prdctvlag",0,24
"E_EnerLev","~","C_Prdctvlag",0,24
"C_Org","~","C_Rspnbl",0,24
"N_Depr","~","C_Rspnbllag",0,24
"angry","~","E_Assertlag",0,24
"O_AesSens","~","E_Assertlag",0,24
"A_Cmpn","~","E_EnerLev",0,24
"C_Rspnbl","~","E_EnerLev",0,24
"O_CrtvImag","~","E_EnerLev",0,24
"A_Cmpn","~","E_EnerLevlag",0,24
"A_Rspct","~","E_EnerLevlag",0,24
"C_Org","~","E_Scblty",0,24
"O_AesSens","~","E_Scblty",0,24
"E_EnerLev","~","N_Anxty",0,24
"N_EmoVol","~","N_Anxty",0,24
"A_Cmpn","~","N_Deprlag",0,24
"A_Trust","~","N_Deprlag",0,24
"C_Prdctv","~","N_EmoVol",0,24
"O_AesSens","~","N_EmoVol",0,24
"A_Rspct","~","O_AesSens",0,24
"angry","~","O_AesSenslag",0,24
"A_Trust","~","O_CrtvImag",0,24
"E_Scblty","~","O_CrtvImag",0,24
"O_CrtvImag","~","O_IntCur",0,24
"A_Trust","~","A_Cmpn",0,23
"C_Prdctv","~","A_Cmpn",0,23
"A_Trust","~","A_Cmpnlag",0,23
"E_Scblty","~","A_Cmpnlag",0,23
"O_IntCur","~","A_Cmpnlag",0,23
"C_Rspnbl","~","A_Rspctlag",0,23
"A_Cmpn","~","A_Trustlag",0,23
"E_Scblty","~","A_Trustlag",0,23
"O_IntCur","~","A_Trustlag",0,23
"argument","~","angrylag",0,23
"C_Org","~","angrylag",0,23
"O_IntCur","~","angrylag",0,23
"A_Trust","~","argument",0,23
"A_Rspct","~","C_Orglag",0,23
"C_Prdctv","~","C_Orglag",0,23
"O_CrtvImag","~","C_Orglag",0,23
"O_AesSens","~","C_Prdctv",0,23
"A_Cmpn","~","E_Assertlag",0,23
"A_Trust","~","E_EnerLev",0,23
"E_Scblty","~","E_EnerLevlag",0,23
"A_Rspct","~","N_Anxtylag",0,23
"O_IntCur","~","N_Deprlag",0,23
"O_CrtvImag","~","N_EmoVollag",0,23
"A_Trust","~","O_AesSens",0,23
"A_Rspct","~","O_AesSenslag",0,23
"O_AesSens","~","O_CrtvImaglag",0,23
"C_Org","~","O_IntCur",0,23
"A_Rspct","~","O_IntCurlag",0,23
"N_Anxty","~","A_Cmpnlag",0,22
"argument","~","A_Rspct",0,22
"E_EnerLev","~","A_Trust",0,22
"C_Rspnbl","~","A_Trustlag",0,22
"N_Depr","~","A_Trustlag",0,22
"N_EmoVol","~","A_Trustlag",0,22
"C_Prdctv","~","angry",0,22
"E_EnerLev","~","angry",0,22
"A_Cmpn","~","angrylag",0,22
"O_CrtvImag","~","angrylag",0,22
"E_Scblty","~","argument",0,22
"A_Rspct","~","argumentlag",0,22
"N_Anxty","~","C_Prdctv",0,22
"O_CrtvImag","~","C_Rspnbllag",0,22
"C_Org","~","E_Assert",0,22
"E_EnerLev","~","E_Assertlag",0,22
"C_Org","~","E_EnerLevlag",0,22
"E_Assert","~","E_EnerLevlag",0,22
"E_EnerLev","~","N_Deprlag",0,22
"O_AesSens","~","N_Deprlag",0,22
"A_Rspct","~","N_EmoVol",0,22
"argument","~","O_CrtvImaglag",0,22
"C_Org","~","O_IntCurlag",0,22
"C_Rspnbl","~","O_IntCurlag",0,22
"C_Org","~","A_Rspctlag",0,21
"N_EmoVol","~","A_Rspctlag",0,21
"A_Rspct","~","A_Trustlag",0,21
"C_Org","~","A_Trustlag",0,21
"O_AesSens","~","A_Trustlag",0,21
"O_CrtvImag","~","A_Trustlag",0,21
"A_Rspct","~","angry",0,21
"A_Trust","~","angrylag",0,21
"E_EnerLev","~","angrylag",0,21
"A_Cmpn","~","argument",0,21
"angry","~","argumentlag",0,21
"E_Scblty","~","argumentlag",0,21
"O_IntCur","~","argumentlag",0,21
"A_Cmpn","~","C_Org",0,21
"E_Scblty","~","C_Orglag",0,21
"O_AesSens","~","C_Orglag",0,21
"A_Rspct","~","C_Rspnbllag",0,21
"N_EmoVol","~","C_Rspnbllag",0,21
"O_CrtvImag","~","E_Assertlag",0,21
"O_IntCur","~","E_Scbltylag",0,21
"N_EmoVol","~","N_Deprlag",0,21
"E_EnerLev","~","N_EmoVol",0,21
"O_AesSens","~","N_EmoVollag",0,21
"O_IntCur","~","N_EmoVollag",0,21
"C_Org","~","O_AesSens",0,21
"E_Scblty","~","O_AesSens",0,21
"C_Org","~","O_CrtvImag",0,21
"A_Trust","~","O_CrtvImaglag",0,21
"E_EnerLev","~","O_CrtvImaglag",0,21
"O_IntCur","~","O_CrtvImaglag",0,21
"E_Assert","~","O_IntCur",0,21
"C_Org","~","angry",0,20
"O_IntCur","~","angry",0,20
"E_Scblty","~","angrylag",0,20
"N_Anxty","~","argument",0,20
"O_IntCur","~","argument",0,20
"A_Cmpn","~","C_Prdctv",0,20
"A_Trust","~","C_Prdctvlag",0,20
"angry","~","C_Prdctvlag",0,20
"A_Cmpn","~","C_Rspnbllag",0,20
"C_Prdctv","~","C_Rspnbllag",0,20
"E_Scblty","~","C_Rspnbllag",0,20
"C_Rspnbl","~","E_Assertlag",0,20
"N_EmoVol","~","E_Scbltylag",0,20
"E_Scblty","~","N_Depr",0,20
"A_Rspct","~","N_EmoVollag",0,20
"A_Trust","~","O_AesSenslag",0,20
"A_Cmpn","~","O_CrtvImaglag",0,20
"C_Org","~","A_Rspct",0,19
"E_Scblty","~","A_Trust",0,19
"A_Rspct","~","argument",0,19
"N_EmoVol","~","argument",0,19
"O_AesSens","~","argumentlag",0,19
"O_CrtvImag","~","argumentlag",0,19
"E_EnerLev","~","C_Orglag",0,19
"N_Anxty","~","C_Rspnbllag",0,19
"O_AesSens","~","N_Depr",0,19
"E_Assert","~","N_Deprlag",0,19
"C_Org","~","O_AesSenslag",0,19
"N_EmoVol","~","O_IntCurlag",0,19
"A_Cmpn","~","A_Rspctlag",0,18
"E_Scblty","~","A_Rspctlag",0,18
"O_CrtvImag","~","angry",0,18
"C_Rspnbl","~","argument",0,18
"E_EnerLev","~","argument",0,18
"O_CrtvImag","~","argument",0,18
"A_Cmpn","~","argumentlag",0,18
"A_Cmpn","~","C_Rspnbl",0,18
"C_Org","~","C_Rspnbllag",0,18
"C_Rspnbl","~","E_Scbltylag",0,18
"A_Cmpn","~","N_Anxtylag",0,18
"A_Trust","~","N_Anxtylag",0,18
"A_Rspct","~","O_CrtvImaglag",0,18
"A_Trust","~","O_IntCurlag",0,18
"A_Trust","~","argumentlag",0,17
"C_Prdctv","~","argumentlag",0,17
"E_Assert","~","argumentlag",0,17
"N_EmoVol","~","argumentlag",0,17
"A_Rspct","~","N_Deprlag",0,17
"C_Prdctv","~","N_Deprlag",0,17
"C_Prdctv","~","argument",0,16
"A_Trust","~","C_Orglag",0,16
"A_Rspct","~","C_Prdctv",0,16
"O_CrtvImag","~","C_Prdctvlag",0,15
"E_EnerLev","~","E_Scbltylag",0,15
"E_Assert","~","O_AesSenslag",0,15
"O_CrtvImag","~","O_IntCurlag",0,15
"E_Assert","~","argument",0,14
"O_AesSens","~","argument",0,13
"O_CrtvImag","~","O_AesSenslag",0,12
"C_Org","~","argument",0,11
